
Crout Comp
Parallel LU , 0
Parallel MULT , 1
ROW_SIZE, 16
Err , RUN_COUNT
0 , 100
Run , LU_TIME, MULT_TIME, MoE
0 , 0.000019 , 0.000350 , 0.000000
1 , 0.000019 , 0.000350 , 0.000000
2 , 0.000019 , 0.000287 , 0.000000
3 , 0.000019 , 0.000285 , 0.000000
4 , 0.000018 , 0.000283 , 0.000000
5 , 0.000018 , 0.000319 , 0.000000
6 , 0.000019 , 0.000431 , 0.000000
7 , 0.000019 , 0.000330 , 0.000000
8 , 0.000018 , 0.000274 , 0.000000
9 , 0.000018 , 0.000326 , 0.000000
10 , 0.000019 , 0.000251 , 0.000000
11 , 0.000018 , 0.000335 , 0.000000
12 , 0.000027 , 0.000293 , 0.000000
13 , 0.000017 , 0.000270 , 0.000000
14 , 0.000018 , 0.000265 , 0.000000
15 , 0.000018 , 0.000358 , 0.000000
16 , 0.000018 , 0.000291 , 0.000000
17 , 0.000018 , 0.000289 , 0.000000
18 , 0.000018 , 0.000301 , 0.000000
19 , 0.000018 , 0.000266 , 0.000000
20 , 0.000016 , 0.000247 , 0.000000
21 , 0.000015 , 0.000257 , 0.000000
22 , 0.000019 , 0.000250 , 0.000000
23 , 0.000016 , 0.000291 , 0.000000
24 , 0.000015 , 0.000256 , 0.000000
25 , 0.000015 , 0.000247 , 0.000000
26 , 0.000016 , 0.000240 , 0.000000
27 , 0.000013 , 0.000220 , 0.000000
28 , 0.000013 , 0.000222 , 0.000000
29 , 0.000013 , 0.000224 , 0.000000
30 , 0.000014 , 0.000228 , 0.000000
31 , 0.000014 , 0.000207 , 0.000000
32 , 0.000013 , 0.000216 , 0.000000
33 , 0.000013 , 0.000216 , 0.000000
34 , 0.000013 , 0.000328 , 0.000000
35 , 0.000015 , 0.000323 , 0.000000
36 , 0.000015 , 0.000404 , 0.000000
37 , 0.000014 , 0.000349 , 0.000000
38 , 0.000014 , 0.000307 , 0.000000
39 , 0.000012 , 0.000308 , 0.000000
40 , 0.000013 , 0.000303 , 0.000000
41 , 0.000013 , 0.000298 , 0.000000
42 , 0.000013 , 0.000315 , 0.000000
43 , 0.000013 , 0.000296 , 0.000000
44 , 0.000013 , 0.000300 , 0.000000
45 , 0.000013 , 0.000301 , 0.000000
46 , 0.000013 , 0.000299 , 0.000000
47 , 0.000013 , 0.000314 , 0.000000
48 , 0.000013 , 0.000306 , 0.000000
49 , 0.000013 , 0.000313 , 0.000000
50 , 0.000013 , 0.000292 , 0.000000
51 , 0.000013 , 0.000302 , 0.000000
52 , 0.000013 , 0.000288 , 0.000000
53 , 0.000012 , 0.000302 , 0.000000
54 , 0.000012 , 0.000296 , 0.000000
55 , 0.000012 , 0.000307 , 0.000000
56 , 0.000012 , 0.000298 , 0.000000
57 , 0.000012 , 0.000293 , 0.000000
58 , 0.000013 , 0.000260 , 0.000000
59 , 0.000011 , 0.000267 , 0.000000
60 , 0.000010 , 0.000254 , 0.000000
61 , 0.000010 , 0.000254 , 0.000000
62 , 0.000011 , 0.000263 , 0.000000
63 , 0.000011 , 0.000269 , 0.000000
64 , 0.000011 , 0.000261 , 0.000000
65 , 0.000011 , 0.000254 , 0.000000
66 , 0.000010 , 0.000260 , 0.000000
67 , 0.000010 , 0.000254 , 0.000000
68 , 0.000011 , 0.000263 , 0.000000
69 , 0.000010 , 0.000274 , 0.000000
70 , 0.000011 , 0.000269 , 0.000000
71 , 0.000010 , 0.000259 , 0.000000
72 , 0.000010 , 0.000255 , 0.000000
73 , 0.000010 , 0.000266 , 0.000000
74 , 0.000011 , 0.000259 , 0.000000
75 , 0.000010 , 0.000258 , 0.000000
76 , 0.000010 , 0.000259 , 0.000000
77 , 0.000010 , 0.000265 , 0.000000
78 , 0.000011 , 0.000247 , 0.000000
79 , 0.000011 , 0.000243 , 0.000000
80 , 0.000009 , 0.000244 , 0.000000
81 , 0.000009 , 0.000215 , 0.000000
82 , 0.000008 , 0.000214 , 0.000000
83 , 0.000009 , 0.000198 , 0.000000
84 , 0.000009 , 0.000207 , 0.000000
85 , 0.000009 , 0.000209 , 0.000000
86 , 0.000011 , 0.000215 , 0.000000
87 , 0.000011 , 0.000203 , 0.000000
88 , 0.000010 , 0.000211 , 0.000000
89 , 0.000010 , 0.000189 , 0.000000
90 , 0.000010 , 0.000192 , 0.000000
91 , 0.000010 , 0.000200 , 0.000000
92 , 0.000009 , 0.000197 , 0.000000
93 , 0.000009 , 0.000204 , 0.000000
94 , 0.000009 , 0.000197 , 0.000000
95 , 0.000008 , 0.000251 , 0.000000
96 , 0.000009 , 0.000197 , 0.000000
97 , 0.000009 , 0.000188 , 0.000000
98 , 0.000009 , 0.000183 , 0.000000
99 , 0.000009 , 0.000187 , 0.000000
Run , LU_TIME, MULT_TIME, MoE
Err , RUN_COUNT
0 , 100
